block,baseline_method,distance_nm,speed_pairs_used_for_drift,drift_supported_pixels,common_drift_median_pN_per_min,common_drift_q25_pN_per_min,common_drift_q75_pN_per_min,absolute_center_adjustment_median_pN,absolute_center_adjustment_max_pN,claim_status
1,linear_drift_corrected,20.0,3,64,-20.743079818038623,-21.814862917112812,-19.17165890830444,11.52783259970704,20.244659669494695,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,50.0,3,64,-6.211609460224608,-6.479031016510598,-5.912052702360176,0.8472089564843515,1.101836377862469,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,55.0,3,64,-4.826145166060847,-5.010883615089148,-4.642895348668731,0.6601540977030709,0.8647527825105215,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,60.0,3,64,-3.73371270557767,-3.8972220739053984,-3.579212113776588,0.5135948319961159,0.7060761345087769,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,65.0,3,64,-2.870703113245335,-3.003921618978336,-2.745578865978157,0.39061883593843305,0.5503296872758625,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,70.0,3,64,-2.163615857740119,-2.278129534796955,-2.029554563968527,0.29099669796683614,0.473527396544867,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,75.0,3,64,-1.6342374557736696,-1.7420456197886702,-1.4993248796668965,0.21823110332514872,0.3783688531810938,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,80.0,3,64,-1.1885478122328539,-1.3090392501265002,-1.0779567485591306,0.1571496809125783,0.30122457458987384,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,85.0,3,64,-0.8750948452084055,-0.9746682791589549,-0.7699802196151277,0.1143901630013815,0.25460059402495006,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,90.0,3,64,-0.6129907864404116,-0.7266659154162065,-0.5111115663891901,0.07643455555423806,0.21607361628657173,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,95.0,3,64,-0.4505978182187538,-0.5072010708109969,-0.3627676929723088,0.05273011751008383,0.2193643475370468,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,100.0,3,64,-0.2960334345542409,-0.37389070877550173,-0.17609242997404612,0.027589155664434983,0.2312200821412791,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,105.0,3,64,-0.1586311444304147,-0.24276987371519887,-0.11815835670616555,0.01761230094514854,0.14803159114766018,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,110.0,3,64,-0.08242537091168423,-0.15407499475240047,-0.021969814856836772,0.005878157515515348,0.1210803573125343,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,115.0,3,64,-0.0675553041397201,-0.12433040835639558,0.009369487397148643,0.006313670554138895,0.08885329022274391,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,120.0,3,64,-0.021351157025365764,-0.10967134824471812,0.052222825621538224,0.0067054197548843675,0.1026969538387501,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,125.0,3,64,0.034139174757432014,-0.07712492508969701,0.10243282989282888,0.008675351534256581,0.09887949489772652,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,130.0,3,64,0.028688266018251037,-0.053780923121990815,0.11235101259173827,0.006053694596988457,0.1014074085451675,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,135.0,3,64,0.03860128915691738,-0.01411313361346788,0.13725644539809193,0.004475520645975006,0.10531436037168973,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,140.0,3,64,0.05914859991531357,0.005179368971891005,0.12427425759336302,0.006074037957984224,0.10371416431624425,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,145.0,3,64,0.0713332760242879,-0.008308180507787028,0.13862333233899726,0.007181826987846973,0.0975155961254659,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,150.0,3,64,0.07028553367854454,0.0174123383486112,0.16493488823726077,0.007464069737461276,0.09258159897194673,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,155.0,3,64,0.10005098446055337,0.026882822375217597,0.17104398082191333,0.007446010127491576,0.0939047727527269,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,160.0,3,64,0.0954555714591965,0.01146048094539289,0.15593698150236698,0.009274131947137026,0.0869170708804976,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,165.0,3,64,0.08960884540179148,0.011852337043843149,0.16737724682576446,0.0076194322017171245,0.07924654723242242,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,170.0,3,64,0.08279387246892184,0.01967855340528181,0.19064369987139373,0.008382086454392645,0.08819930615035698,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,175.0,3,64,0.08048462824306922,0.016399139778203807,0.17667360830454157,0.007731704924252087,0.0704784097739628,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,180.0,3,64,0.08392658431304395,0.017994776357273937,0.1587150726863837,0.005583248280315534,0.08479354084929902,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,185.0,3,64,0.08563399506598018,0.010179316317084516,0.16245289143980646,0.0071304201516100285,0.09228324665155885,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,190.0,3,64,0.05209741652817805,-0.002527310847472517,0.14903268225363644,0.005611360239030305,0.0711824298309951,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,195.0,3,64,0.06560747856581851,-0.019801185493446796,0.16788350382485265,0.006932732178017709,0.09203731729054443,linear common-drift sensitivity only; nonlinear relaxation remains
4,far_constant_referenced,200.0,3,64,0.07768215457942727,-0.004231095540977616,0.16658452009712005,0.006785434869362561,0.07184316045914141,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,20.0,2,63,-28.015223624283692,-31.02770058819037,-20.003707576929845,2.5295549277818736,10.190327693485642,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,25.0,2,64,-19.35696581810781,-21.396322849544003,-13.958430044932554,1.752451805871459,8.946997102248758,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,30.0,2,64,-12.977896529089351,-14.198599666217431,-10.293651168864887,1.1676061359903542,9.803153907613932,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,35.0,2,64,-8.158471687701514,-9.366945417644978,-6.370374835669938,0.736044216241396,9.180649333941346,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,40.0,2,63,-4.9744066331544445,-6.165492251733317,-4.023779587186757,0.4449762183563877,5.333966264363141,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,45.0,2,64,-2.968791393654861,-3.997144282338502,-2.2846629461508066,0.2655676676355334,0.552996257057778,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,50.0,2,64,-1.7888980141457136,-2.811054974361441,-1.2159047312765314,0.1600225176716279,0.4213284253739218,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,55.0,2,64,-1.0887443582182692,-1.8751169288854417,-0.6975300864963424,0.09739158516874369,0.34977232657808877,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,60.0,2,64,-0.8320544161308592,-1.2554799996131702,-0.33443067467086096,0.07708424287858762,0.30533190704988167,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,65.0,2,64,-0.5413681126183263,-1.0211586437685123,-0.05232395384456467,0.057983205746188204,0.27924895966737573,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,70.0,2,64,-0.3554380520990773,-0.7638877860913815,0.0765865694676316,0.049879830309892625,0.2790798695089593,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,75.0,2,64,-0.3279531142187362,-0.6139514238653567,0.22268672600103478,0.043361246250596786,0.24752807282895617,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,80.0,2,64,-0.20453085935753265,-0.63982953373268,0.22633343854821322,0.04067388009614792,0.24035145117679635,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,85.0,2,64,-0.1886669188279851,-0.5286896370245091,0.30808760111076416,0.03668189975361669,0.2614647789448332,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,90.0,2,64,-0.20733950099462017,-0.5393234970261672,0.35373812604758165,0.040522586651808634,0.25756723971131024,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,95.0,2,64,-0.2683008045484718,-0.5055257636012365,0.21979967634156583,0.03810252928540825,0.2463046724262945,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,100.0,2,64,-0.2187171576065437,-0.5817145467391833,0.20100199026799415,0.04089720874347558,0.253651381176212,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,105.0,2,64,-0.2701362163551985,-0.5891112578323164,0.27728578305674534,0.040115501056865455,0.24833415037943496,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,110.0,2,64,-0.21993201923735822,-0.6214060490283402,0.1443652718183003,0.03821561601381074,0.23413638334194786,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,115.0,2,64,-0.21029912979878404,-0.5859081897991435,0.11209255621868246,0.03885552395078262,0.22604598542755472,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,120.0,2,64,-0.23996453644204102,-0.609471664072802,0.18553639921866028,0.03964483542657771,0.23430860041136725,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,125.0,2,64,-0.28065780524479145,-0.59236384336279,0.07871680316742596,0.041474537805312295,0.21806526831511697,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,130.0,2,64,-0.3120191890022247,-0.6511009802503429,0.048333656397752514,0.04321555927056431,0.232701225612157,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,135.0,2,64,-0.3377749132159701,-0.6225544203758145,0.06810112242298617,0.04186745242424483,0.23134667808587217,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,140.0,2,64,-0.3515211582036095,-0.6422275829470322,-0.003145925270393167,0.044588101513483025,0.23481377727463837,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,145.0,2,64,-0.27664000882475215,-0.5956987376090382,0.06079473205863874,0.03354354586496289,0.2304114541188067,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,150.0,2,64,-0.24272408809446705,-0.6499700250178534,0.116474296732936,0.03609389213969627,0.23063270051996376,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,155.0,2,64,-0.242837266943139,-0.5277577805471405,0.0038947626555940846,0.030801972970768254,0.23573853483459617,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,160.0,2,64,-0.2402180019427156,-0.4846571654211537,0.06229615463307066,0.03329368593766269,0.223794000746123,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,165.0,2,64,-0.229870356063598,-0.5047854896115317,0.058280086415803435,0.03271395412995748,0.24309519144919634,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,170.0,2,64,-0.2327879879335532,-0.42280994186019205,0.023981314015123704,0.03125218244658701,0.24069900097250235,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,175.0,2,64,-0.21185067912750605,-0.5399501662523342,0.04991586413112231,0.03698391291059322,0.24844492072369417,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,180.0,2,64,-0.2837755458894963,-0.5435844742553934,0.04422965085248763,0.03156369992354735,0.24224617133240045,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,185.0,2,64,-0.29235096607447175,-0.492523288628781,0.020821706013863125,0.03701418965864589,0.24369752163143588,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,190.0,2,64,-0.20223254207763353,-0.4982605985923105,0.07225700865032245,0.026220494762457414,0.2503786000652166,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,195.0,2,64,-0.21434075119095441,-0.42315343514429504,0.04854378298625106,0.03046645101960377,0.22945516594321091,linear common-drift sensitivity only; nonlinear relaxation remains
5,far_constant_referenced,200.0,2,64,-0.2024226693970888,-0.4700062738729212,0.0731126538529876,0.026132790394360006,0.23681666282906555,linear common-drift sensitivity only; nonlinear relaxation remains
